Id,prefix,is_succession,pre_question,question,choices,distributions,year,topic,question_type,question_class
190,"４．森林・林業行政に対する要望
２．自然共生社会に関する意識について
４　ペットと人とのあり方に対する意識について
（【資料４】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料４】
　この調査でいうペットとは、日常生活で愛玩の目的で飼育されている動物を指します。",NO,,Ｑ１４  あなたは、ペットの殺処分について、どのような場合に許容できるとお考えですか。この中からいくつでもあげてください。,"['けがや病気になり、回復するまでの苦しみからの解放を優先させる場合', 'けがや病気になり、回復しても、重度の障害が見込まれる場合', 'けがや病気になり、回復の見込みがない場合', '保健所や動物愛護センターが努力しても、攻撃性や病気などにより新しい飼い主に譲渡できない場合', 'いかなる場合も人間の判断でペットの命を奪うべきではない', 'その他', 'わからない']","['34.0', '22.1', '40.9', '29.0', '24.6', '0.4', '5.5']",r01,森林と生活に関する世論調査,MA,意見
191,"４．森林・林業行政に対する要望
２．自然共生社会に関する意識について
４　ペットと人とのあり方に対する意識について
（【資料４】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料４】
　この調査でいうペットとは、日常生活で愛玩の目的で飼育されている動物を指します。",NO,,Ｑ１５  あなたは、人間とペットが共生する社会の実現のために、行政がどのような取組に重点を置く必要があると思いますか。この中からいくつでもあげてください。,"['飼い主の迷惑行為に対する規制や指導を強める', 'ペットの愛護や正しい飼い方について、学校や社会教育の場で取り上げる', 'テレビ、新聞、インターネットなどでペットの愛護や正しい飼い方の重要性を訴える', 'ペットと触れ合える公園などの公的施設を増やす', 'ペットの愛護や正しい飼い方について、民間活動の支援を充実する', 'ペットを同伴できない公共施設などで、同伴に必要な条件を作り、同伴できる範囲を増やす', 'ペットを同伴できる公共施設などで、同伴に必要な条件を厳しくしたり、同伴できる範囲を減らす', '特にない', 'その他', 'わからない']","['54.4', '46.9', '40.7', '29.6', '30.7', '26.5', '8.3', '8.0', '0.8', '2.5']",r01,森林と生活に関する世論調査,MA,意見
192,,NO,,Ｑ１  あなたは、今までに、裁判所を見学したり、裁判を傍聴したりしたことがありますか。,"['ある', 'ない']","['11.9', '88.1']",r01,基本的法制度に関する世論調査,SA,経験
193,,NO,,Ｑ２  死刑制度に関して、このような意見がありますが、あなたはどちらの意見に賛成ですか。,"['死刑は廃止すべきである', '死刑もやむを得ない', 'わからない・一概に言えない']","['9.0', '80.8', '10.2']",r01,基本的法制度に関する世論調査,SA,意見
194,,YES,193,"（Ｑ２で「（ア）死刑は廃止すべきである」と答えた方に）
Ｑ２ＳＱａ１  「死刑は廃止すべきである」という意見に賛成の理由はどのようなことですか。この中から、あなたの考えに近いものをいくつでもあげてください。","['人を殺すことは刑罰であっても人道に反し、野蛮である', '国家であっても人を殺すことは許されない', '裁判に誤りがあったとき、死刑にしてしまうと取り返しがつかない', '凶悪な犯罪を犯した者でも、更生の可能性がある', '死刑を廃止しても、そのために凶悪な犯罪が増加するとは思わない', '生かしておいて罪の償いをさせた方がよい', 'その他', 'わからない']","['31.7', '31.0', '50.7', '28.2', '32.4', '42.3', '2.1', '2.1']",r01,基本的法制度に関する世論調査,MA,意見
195,,YES,193,"（Ｑ２で「（ア）死刑は廃止すべきである」と答えた方に）
Ｑ２ＳＱａ２  死刑を廃止する場合には、すぐに全面的に廃止するのがよいと思いますか、それともだんだんに死刑を減らしていって、いずれ全面的に廃止する方がよいと思いますか。","['すぐに、全面的に廃止する', 'だんだん死刑を減らしていき、いずれ全面的に廃止する', 'わからない']","['36.6', '57.0', '6.3']",r01,基本的法制度に関する世論調査,SA,意見
196,,YES,193,"（Ｑ２で「（イ）死刑もやむを得ない」と答えた方に）
Ｑ２ＳＱｂ１  「死刑もやむを得ない」という意見に賛成の理由はどのようなことですか。この中から、あなたの考えに近いものをいくつでもあげてください。","['凶悪な犯罪は命をもって償うべきだ', '死刑を廃止すれば、被害を受けた人やその家族の気持ちがおさまらない', '死刑を廃止すれば、凶悪な犯罪が増える', '凶悪な犯罪を犯す人は生かしておくと、また同じような犯罪を犯す危険がある', 'その他', 'わからない']","['53.6', '56.6', '46.3', '47.4', '1.6', '2.5']",r01,基本的法制度に関する世論調査,MA,意見
197,,YES,193,"（Ｑ２で「（イ）死刑もやむを得ない」と答えた方に）
Ｑ２ＳＱｂ２  将来も死刑を廃止しない方がよいと思いますか、それとも、状況が変われば、将来的には、死刑を廃止してもよいと思いますか。","['将来も死刑を廃止しない', '状況が変われば、将来的には、死刑を廃止してもよい', 'わからない']","['54.4', '39.9', '5.7']",r01,基本的法制度に関する世論調査,SA,意見
198,,NO,,"（全員の方に）
Ｑ３  死刑がなくなった場合、凶悪な犯罪が増えるという意見と増えないという意見がありますが、あなたはどのようにお考えになりますか。","['増える', '増えない', 'わからない・一概には言えない']","['58.3', '13.7', '27.9']",r01,基本的法制度に関する世論調査,SA,意見
199,"（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　現在、死刑の次に重い刑は、一生刑務所に入らなければならない「無期懲役」ですが、仮釈放される場合があります。これに対して、仮釈放される場合がない、いわゆる「終身刑」は、現在の日本にはありません。",NO,,Ｑ４  もし、仮釈放のない「終身刑」が新たに導入されるならば、死刑を廃止する方がよいと思いますか、それとも、終身刑が導入されても、死刑を廃止しない方がよいと思いますか。,"['死刑を廃止する方がよい', '死刑を廃止しない方がよい', 'わからない・一概には言えない']","['35.1', '52.0', '12.8']",r01,基本的法制度に関する世論調査,SA,意見
200,"次に、難民認定制度について伺います。
（【資料２】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料２】
　「難民」とは、国際的な「難民条約」で定められた要件に該当する「人種、宗教、国籍、政治的意見などの理由で、自国にいると迫害を受けるか又は迫害を受けるおそれがあるために他国に逃れた」人です。
　 日本は、難民条約に加盟後、昭和57年から平成30年までの間に、難民認定制度において、条約上の難民に該当する人を750人、難民に該当しない場合でも、自国が紛争状態にあるなど人道上の配慮が必要な人を2,628人受け入れています。",NO,,Ｑ５  あなたは、これまでの日本における、難民及び人道上の配慮が必要な人の受入れ数についてどう思いますか。この中から１つだけお答えください。,"['少ないと思う', 'どちらかといえば少ないと思う', 'どちらかといえば多いと思う', '多いと思う', '日本の受入れ数は、難民認定制度に従い判断された結果であるから、多い少ないの問題ではないと思う', 'わからない・どちらともいえない']","['24.5', '30.1', '7.1', '3.5', '19.1', '15.8']",r01,基本的法制度に関する世論調査,SA,意見
201,"次に、難民認定制度について伺います。
（【資料２】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料２】
　「難民」とは、国際的な「難民条約」で定められた要件に該当する「人種、宗教、国籍、政治的意見などの理由で、自国にいると迫害を受けるか又は迫害を受けるおそれがあるために他国に逃れた」人です。
　 日本は、難民条約に加盟後、昭和57年から平成30年までの間に、難民認定制度において、条約上の難民に該当する人を750人、難民に該当しない場合でも、自国が紛争状態にあるなど人道上の配慮が必要な人を2,628人受け入れています。",NO,,Ｑ６  あなたは、難民及び人道上の配慮が必要な人の受入れについて、今後、日本は、これまで以上に積極的に受け入れるべきだと思いますか、それとも慎重に受け入れるべきだと思いますか。この中から１つだけお答えください。,"['積極的に受け入れるべきである', 'どちらかといえば積極的に受け入れるべきである', '現状のままでよい', 'どちらかといえば慎重に受け入れるべきである', '慎重に受け入れるべきである', 'わからない']","['8.4', '15.6', '15.8', '32.3', '24.6', '3.3']",r01,基本的法制度に関する世論調査,SA,意見
202,"次に、難民認定制度について伺います。
（【資料２】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料２】
　「難民」とは、国際的な「難民条約」で定められた要件に該当する「人種、宗教、国籍、政治的意見などの理由で、自国にいると迫害を受けるか又は迫害を受けるおそれがあるために他国に逃れた」人です。
　 日本は、難民条約に加盟後、昭和57年から平成30年までの間に、難民認定制度において、条約上の難民に該当する人を750人、難民に該当しない場合でも、自国が紛争状態にあるなど人道上の配慮が必要な人を2,628人受け入れています。",YES,201,"（Ｑ６で「（ア）積極的に受け入れるべきである」、「（イ）どちらかといえば積極的に受け入れるべきである」と答えた方に）
Ｑ６ＳＱａ  あなたは、どうして積極的に受け入れるべきだと思うのですか。この中からいくつでもあげてください。","['日本の受入れ数は、他の先進国と比較して少ないと思うから', '受け入れることは、国際社会の一員としての責務であるから', '受け入れることが、多様性のある社会の発展につながるから', '受け入れることが、日本の人手不足の解決の一助になるから', '受け入れることが、日本の人口減少による問題の解決の一助になるから', 'その他', '特に理由はない', 'わからない']","['36.3', '62.3', '34.2', '25.2', '11.4', '1.3', '1.6', '0.8']",r01,基本的法制度に関する世論調査,MA,意見
203,"次に、難民認定制度について伺います。
（【資料２】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料２】
　「難民」とは、国際的な「難民条約」で定められた要件に該当する「人種、宗教、国籍、政治的意見などの理由で、自国にいると迫害を受けるか又は迫害を受けるおそれがあるために他国に逃れた」人です。
　 日本は、難民条約に加盟後、昭和57年から平成30年までの間に、難民認定制度において、条約上の難民に該当する人を750人、難民に該当しない場合でも、自国が紛争状態にあるなど人道上の配慮が必要な人を2,628人受け入れています。",YES,201,"（Ｑ６で「（エ）どちらかといえば慎重に受け入れるべきである」、「（オ）慎重に受け入れるべきである」と答えた方に）
Ｑ６ＳＱｂ  あなたは、どうして慎重に受け入れるべきだと思うのですか。この中からいくつでもあげてください。","['日本は、世界で生じている難民問題の解決や紛争などによる人道危機への対応のために、資金援助などの支援に力を入れているから', '受け入れると、地域での定住の支援を始めとする社会的な負担が大きくなることが心配だから', '受け入れることで、文化や価値観、生活習慣などの違いによる社会的摩擦が生じるなど、暮らしにくくなることが心配だから', '受け入れる人の中に、犯罪者などが混ざっていた場合には、治安が悪化する心配があるから', '受け入れることで、その人を頼って、更に多くの難民及び人道上の配慮が必要な人が日本に集まってくることが心配だから', 'その他', '特に理由はない', 'わからない']","['17.9', '35.7', '39.3', '67.2', '34.6', '1.3', '1.6', '2.0']",r01,基本的法制度に関する世論調査,MA,意見
204,"次に、難民認定制度について伺います。
（【資料２】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料２】
　「難民」とは、国際的な「難民条約」で定められた要件に該当する「人種、宗教、国籍、政治的意見などの理由で、自国にいると迫害を受けるか又は迫害を受けるおそれがあるために他国に逃れた」人です。
　 日本は、難民条約に加盟後、昭和57年から平成30年までの間に、難民認定制度において、条約上の難民に該当する人を750人、難民に該当しない場合でも、自国が紛争状態にあるなど人道上の配慮が必要な人を2,628人受け入れています。
（【資料３】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料３】
　日本は、以前、合法的な滞在者が難民認定申請をした場合、認定手続中の生活の安定に配慮して、認定又は不認定の結果が出るまでの間、原則として就労を許可していました。しかし、日本で就労することなどが目的で難民認定申請を濫用したり誤用したりしていると思われる申請が急増したため、現在は、（１）難民条約上の迫害事由に明らかに該当しない主張をする人、（２）一度難民として認められない結果が出たにもかかわらず、同じ主張を繰り返し、何度も申請を行う人、（３）本来の在留活動（技能実習生や留学生としての活動など）を行わなくなり、在留する根拠がなくなった後に申請する人など、難民認定制度を濫用したり誤用したりする申請者に対して、事案の内容に応じて、認定手続中の（滞在は許可するものの）就労を許可しないか、さらには滞在を許可しないこととしています。
　一方で、この取扱いに対して、本当の難民が申請をためらうことになる、手続中の生活費はどうするのか、濫用者や誤用者を抑制するよりも難民の保護に力を入れるべきである、といった意見もあります。",NO,,"（全員の方に）
Ｑ７  現在は、難民認定申請を濫用したり誤用したりする申請者に対して、案件の内容に応じて、認定手続中の就労を許可しないか、更には滞在を許可していません。あなたは、このような取扱いについて、どう思いますか。この中から１つだけお答えください。","['取扱いが厳しいので軽減すべきと思う', '適切だと思う', '取扱いが緩いのでより厳しくすべきと思う', 'わからない']","['12.9', '56.3', '17.6', '13.2']",r01,基本的法制度に関する世論調査,SA,意見
205,"次に、難民認定制度について伺います。
（【資料２】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料２】
　「難民」とは、国際的な「難民条約」で定められた要件に該当する「人種、宗教、国籍、政治的意見などの理由で、自国にいると迫害を受けるか又は迫害を受けるおそれがあるために他国に逃れた」人です。
　 日本は、難民条約に加盟後、昭和57年から平成30年までの間に、難民認定制度において、条約上の難民に該当する人を750人、難民に該当しない場合でも、自国が紛争状態にあるなど人道上の配慮が必要な人を2,628人受け入れています。
（【資料３】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料３】
　日本は、以前、合法的な滞在者が難民認定申請をした場合、認定手続中の生活の安定に配慮して、認定又は不認定の結果が出るまでの間、原則として就労を許可していました。しかし、日本で就労することなどが目的で難民認定申請を濫用したり誤用したりしていると思われる申請が急増したため、現在は、（１）難民条約上の迫害事由に明らかに該当しない主張をする人、（２）一度難民として認められない結果が出たにもかかわらず、同じ主張を繰り返し、何度も申請を行う人、（３）本来の在留活動（技能実習生や留学生としての活動など）を行わなくなり、在留する根拠がなくなった後に申請する人など、難民認定制度を濫用したり誤用したりする申請者に対して、事案の内容に応じて、認定手続中の（滞在は許可するものの）就労を許可しないか、さらには滞在を許可しないこととしています。
　一方で、この取扱いに対して、本当の難民が申請をためらうことになる、手続中の生活費はどうするのか、濫用者や誤用者を抑制するよりも難民の保護に力を入れるべきである、といった意見もあります。",YES,204,"（Ｑ７で「（ウ）取扱いが緩いのでより厳しくすべきと思う」と答えた方に）
Ｑ７ＳＱ  難民認定申請を濫用したり誤用したりする申請者に対して、どのような対策が有効だと思いますか。この中からいくつでもあげてください。","['同じ主張を繰り返し、何度も申請を行っている人については、通常よりも簡略的な手続で迅速に却下できるようにする', '難民として保護すべき事情がない人は、難民認定申請をしても、強制的に日本から送還できるようにする', '就労などのために難民認定制度を濫用したり誤用したりした人や、そそのかした人は、処罰できるようにする', '就労などのために難民認定制度を濫用したり誤用したりしようとする人を、入国させないようにする', 'その他', 'わからない']","['20.2', '50.9', '49.8', '56.0', '1.1', '2.9']",r01,基本的法制度に関する世論調査,MA,意見
206,"次に、永住者の在り方について伺います。
（【資料４】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料４】
　日本に住む外国人は、原則として、日本での活動内容や在留期間が定められており、活動内容の変更や在留期間の延長をする場合は、その度に許可を受けなければなりません。
　しかし、日本での在留実績などを踏まえて永住許可を受け「永住者」となると、在留期間が無期限となり、日本での活動にも制限がなくなります。
　なお、永住者は、平成10年末時点で約９万人、平成20年末時点で約49万人、平成30年末時点で約77万人となっています。",NO,,"（全員の方に）
Ｑ８  あなたは、日本の永住者数を多いと思いますか。この中から１つだけお答えください。","['多いと思う', 'どちらかといえば多いと思う', '適当だと思う', 'どちらかといえば少ないと思う', '少ないと思う', 'わからない']","['16.8', '21.5', '29.2', '13.1', '5.5', '13.9']",r01,基本的法制度に関する世論調査,SA,意見
207,"次に、永住者の在り方について伺います。
（【資料４】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料４】
　日本に住む外国人は、原則として、日本での活動内容や在留期間が定められており、活動内容の変更や在留期間の延長をする場合は、その度に許可を受けなければなりません。
　しかし、日本での在留実績などを踏まえて永住許可を受け「永住者」となると、在留期間が無期限となり、日本での活動にも制限がなくなります。
　なお、永住者は、平成10年末時点で約９万人、平成20年末時点で約49万人、平成30年末時点で約77万人となっています。",NO,,Ｑ９  あなたは、外国人に永住を許可する際、どのような要件が必要だと思いますか。この中からいくつでもあげてください。,"['日本に原則として１０年以上住んでいること', '日常的な場面で意思疎通ができる程度の日本語が話せること', '税金や社会保険料を納めていること', '生活保護を受給していないこと', '自力で暮らしていける程度の収入や資産があること', '犯罪歴がないこと', '日本への一定の貢献が認められること', '不法入国、不法残留、不法就労など出入国管理及び難民認定法に違反したことがないこと', 'その他', '特にない', 'わからない']","['30.1', '41.0', '71.6', '37.4', '53.9', '73.7', '21.4', '61.3', '0.5', '0.3', '2.2']",r01,基本的法制度に関する世論調査,MA,意見
208,"次に、永住者の在り方について伺います。
（【資料５】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料５】
　永住許可は、一定期間日本に住んでいる外国人のうち、素行善良要件（法令を遵守し住民として社会的に非難されることのないこと）、独立生計要件（公共の負担にならず安定した生活を送っていること）、国益要件（その者の永住が日本国の利益になると認められること）を満たしていることにより、将来にわたって生活状況に問題がないと想定される外国人に対し、日本に永住できる地位を付与するものです。
　現在の永住許可制度では、一度永住を許可されると、許可後に永住許可時の要件を満たさなくなった場合に、永住許可が取り消されることはありません。",NO,,Ｑ１０  あなたは、一度永住許可された人に対し、永住許可された時の要件を満たさなくなった場合に、その永住許可を取り消して、再び活動内容や在留期間に制限がある立場に変更する制度を設けることに賛成ですか、それとも反対ですか。,"['賛成', '反対', 'わからない']","['74.8', '14.6', '10.6']",r01,基本的法制度に関する世論調査,SA,意見
209,"次に、永住者の在り方について伺います。
（【資料５】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料５】
　永住許可は、一定期間日本に住んでいる外国人のうち、素行善良要件（法令を遵守し住民として社会的に非難されることのないこと）、独立生計要件（公共の負担にならず安定した生活を送っていること）、国益要件（その者の永住が日本国の利益になると認められること）を満たしていることにより、将来にわたって生活状況に問題がないと想定される外国人に対し、日本に永住できる地位を付与するものです。
　現在の永住許可制度では、一度永住を許可されると、許可後に永住許可時の要件を満たさなくなった場合に、永住許可が取り消されることはありません。",YES,208,"（Ｑ１０で「賛成」と答えた方に）
Ｑ１０ＳＱ  あなたは、永住許可を取り消す制度を設けることとしたら、どのような場合に取り消すべきだと思いますか。この中からいくつでもあげてください。","['１年のほとんどを海外で生活している場合', '税金や社会保険料を納めなくなった場合', '生活保護を受けるようになった場合', '犯罪を犯して禁錮以上の刑に処せられた（執行猶予の言渡しを受けた場合を含む。）場合', '収入が一定水準を超えていたことによって、通常より早く永住を許可された外国人が、その後水準未満に収入を減らした場合', '日本人と結婚していることによって、通常より早く永住を許可された外国人が、その後すぐに離婚した場合', 'その他', '特にない', 'わからない']","['33.1', '73.2', '39.8', '81.0', '14.8', '38.3', '0.2', '0.3', '1.9']",r01,基本的法制度に関する世論調査,MA,意見
210,"１．開催に関する意識について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ１  あなたは、2020年東京大会を開催することが、日本にとって良いことだと思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['55.9', '29.7', '7.7', '4.5', '2.2']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
211,"１．開催に関する意識について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ２  あなたは、2020年東京大会を開催することが、次世代を担う子供たちにとって良いことだと思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['63.5', '25.3', '5.6', '3.1', '2.5']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
212,"１．開催に関する意識について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ３  あなたは、2020年東京大会を開催することが、日本のイメージ向上や外国人旅行客の増加など、日本を変えるきっかけになると思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['49.1', '33.0', '9.2', '5.8', '2.8']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
213,"２．大会を弾みとした健康増進・受動喫煙防止等について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ４  あなたは、2020年東京大会を開催することが、ジョギングや散歩などスポーツを通じた健康づくりに対するご自身の関心が高まることにつながると思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['19.6', '30.1', '23.2', '24.8', '2.3']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
214,"２．大会を弾みとした健康増進・受動喫煙防止等について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ５  あなたは、2020年東京大会を開催することが、職場や飲食店などの人が集まる場所で他人のたばこの煙を吸う機会が減少することにつながると思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['18.1', '27.1', '25.6', '22.9', '6.3']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
215,"２．大会を弾みとした健康増進・受動喫煙防止等について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ６  あなたは、2020年東京大会を開催することが、スポーツや災害への対応など様々なボランティア活動に参加したいというご自身の気持ちが高まることにつながると思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['11.3', '27.9', '25.6', '32.4', '2.8']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
216,"３．障害者や高齢者に優しいまちづくり等について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ７  あなたは、2020年東京大会を開催することが、障害者スポーツをテレビや会場で観戦したいというご自身の気持ちが高まることにつながると思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['34.1', '34.9', '13.4', '15.2', '2.5']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
217,"３．障害者や高齢者に優しいまちづくり等について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ８  あなたは、2020年東京大会を開催することが、公共施設の多目的トイレや電車のホームドアの整備など、街のバリアフリー化の進展につながると思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['50.1', '35.5', '7.3', '4.7', '2.4']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
218,"３．障害者や高齢者に優しいまちづくり等について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ９  あなたは、2020年東京大会を開催することが、障害者に対するご自身の理解や関心が深まることにつながると思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['42.6', '39.9', '9.3', '6.3', '2.0']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
219,"４．外国人旅行者の訪日促進について 
（【資料１】を提示して、調査対象者によく読んでもらってから、以下の質問を行う。）
【資料１】
　2020年東京オリンピック・パラリンピックは2013年（平成25年）に開催が決定し、オリンピックは2020年（令和２年）７月から、パラリンピックは2020年８月から開催されます。
　政府は、2020年東京オリンピック・パラリンピックの成功に向けて、外国人旅行者の訪日促進や受動喫煙の防止など各種取組を行っています。
　なお、この調査では「2020年東京オリンピック・パラリンピック」を「2020年東京大会」と言います。",NO,,Ｑ１０  あなたは、2020年東京大会を開催することが、外国語や絵文字による案内表示や、街中のインターネット環境整備など、日本に滞在する外国人が過ごしやすい街づくりの進展につながると思いますか。この中から１つだけお答えください。,"['そう思う', 'どちらかと言えばそう思う', 'どちらかと言えばそう思わない', 'そう思わない', 'わからない・どちらともいえない']","['44.7', '39.5', '7.3', '3.6', '5.0']",r01,2020年東京オリンピック・パラリンピックに関する世論調査,SA,意見
